llm_name,metadata_format,processing_stage,url,domain,provider,name,metadata_field,findability,annot_missing,value_annot,value_pred,rouge,levenshtein,manual_score
GPT4,LTER-LIFE,Post,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Distribution access URL,2,False,"https://e4ftl01.cr.usgs.gov/MOLT/MOD09A1.061/, https://search.earthdata.nasa.gov/search?q=C2343111356-LPCLOUD&_gl=1*sr1x61*_ga*MTc5MjA4NzI0OC4xNzQ3ODE0MDg2*_ga_0YWDZEJ295*czE3NDg1OTg5NzAkbzUkZzEkdDE3NDg1OTg5NzAkajYwJGwwJGgw",N/A,0.0,0.008968609865470878,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Distribution access URL,2,False,https://doi.org/10.5281/zenodo.10851081,N/A,0.0,0.02564102564102566,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Distribution access URL,2,False,https://doi.org/10.5281/zenodo.10851081,N/A,0.0,0.02564102564102566,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Distribution access URL,2,False,https://doi.org/10.5281/zenodo.10884235,STAC Browser 3.3.4,0.0,0.1282051282051282,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Distribution access URL,2,False,https://doi.org/10.5281/zenodo.5887415,N/A,0.0,0.02631578947368418,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Distribution access URL,1,False,https://hosted-datasets.gbif.org/eBird/2023-eBird-dwca-1.0.zip,"https://ebird.org/data/download, https://hosted-datasets.gbif.org/eBird/2023-eBird-dwca-1.0.zip",0.8275862068965517,0.6526315789473685,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Distribution access URL,1,False,https://ipt.nlbif.nl/archive.do?r=awd_pilot1,https://ipt.nlbif.nl/archive.do?r=awd_pilot1,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Distribution access URL,1,False,https://ipt.nlbif.nl/archive.do?r=awd_pilot2,https://ipt.nlbif.nl/archive.do?r=awd_pilot2,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Distribution access URL,1,False,https://ipt.nlbif.nl/archive.do?r=awd_pilot3,https://ipt.nlbif.nl/archive.do?r=awd_pilot3,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Distribution access URL,1,False,https://doi.org/10.5281/zenodo.11440456,https://doi.org/10.5281/zenodo.11440456,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Distribution access URL,2,False,https://doi.org/10.5281/zenodo.8319440,https://doi.org/10.5281/zenodo.8319440,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Distribution byte size,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Distribution byte size,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Distribution byte size,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Distribution byte size,0,True,N/A,Not specified,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Distribution byte size,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Distribution byte size,1,False,59 MB,59 MB,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Distribution byte size,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Distribution byte size,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Distribution byte size,0,True,N/A,STAC Browser 3.3.4,0.0,0.05555555555555558,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Distribution byte size,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Distribution byte size,0,True,N/A,"1,512,208,412 bytes",0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Distribution byte size,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Distribution byte size,0,True,N/A,Not specified,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Distribution byte size,0,True,N/A,Not explicitly mentioned,0.0,0.04166666666666663,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Distribution byte size,1,False,21.6 GB,21.6 GB,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Distribution byte size,2,False,196.3 MB,196.3 MB,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Distribution format,1,False,gml+xml ( 3.2.1 ),gml+xml ( 3.2.1 ),1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Distribution format,0,True,N/A,PDF,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Distribution format,2,False,vector,WMS,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Distribution format,0,True,N/A,Not specified,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Distribution format,2,False,"Currently, the files are only accessible in ArcGIS shapefiles. In may 2019 a conversion of MapInfo (mif/mid) will be added to the dataset.",ArcGIS shapefiles and MapInfo (mif/mid),0.33333333333333337,0.2753623188405797,-1
GPT4,LTER-LIFE,Post,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Distribution format,1,False,HDF,HDF,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Distribution format,2,False,COG,COG,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Distribution format,2,False,COG,COG,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Distribution format,2,False,COG,STAC Browser 3.3.4,0.0,0.05555555555555558,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Distribution format,2,False,COG,COG,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Distribution format,2,False,Darwin Core Archive,CSV,0.0,0.052631578947368474,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Distribution format,2,False,Camera Trap Data Package,Camera Trap Data Package,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Distribution format,2,False,Camera Trap Data Package,Camera Trap Data Package,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Distribution format,2,False,Camera Trap Data Package,Camera Trap Data Package,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Distribution format,2,False,Camtrap DP format,.zip files,0.0,0.17647058823529416,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Distribution format,2,False,.tif,.zip and .tif,0.5,0.3076923076923077,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Keywords,2,False,"Biotic, water bottom, TMAP, Trilateral Wadden sea, UNESCO world heritage, Nature value, Ecotopes",Ecotopen,0.0,0.07291666666666663,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Keywords,2,False,"Human co-use, Wadden balance, Wadden provinces, Broad prosperity, Economy",N/A,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Keywords,2,False,"Ecotope map, salt ecotope map, MWTL, intertidal zone, ecotopes, abiotic, morphology","Ecotopen, Zoute Ecotopenkaart, MWTL, Intergetijdengebied",0.12500000000000003,0.37349397590361444,-1
GPT4,LTER-LIFE,Post,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Keywords,1,False,"landsat, nasa, satellite-imagery, sentinel, usgs",landsat nasa satellite-imagery sentinel usgs,1.0,0.9166666666666666,-1
GPT4,LTER-LIFE,Post,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Keywords,1,False,"forest reserve, monitoring, database, non-intervention dynamics","'forest reserve', 'monitoring', 'database', 'non-intervention dynamics'",1.0,0.8873239436619719,-1
GPT4,LTER-LIFE,Post,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Keywords,0,True,N/A,"MODIS, Terra, Surface Reflectance, atmospheric conditions, gasses, aerosols, Rayleigh scattering",0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Keywords,1,False,"landsat, blue, 30m","Landsat, blue, 30-m",0.5714285714285715,0.8947368421052632,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Keywords,1,False,"landsat, green, 30m","'landsat', 'green', '30-m'",0.5714285714285715,0.7307692307692308,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Keywords,1,False,"landsat, ndvi, 30m",2022-11-01 00:00:00 UTC – 2022-12-31 00:00:00 UTC,0.0,0.08163265306122447,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Keywords,1,False,"species distribution model, tree species, landsat","'Actual Natural Vegetation', 'probability', 'occurrence', 'Pedunculate oak', 'realized environment', 'period 2000 - 2033', 'species distribution model', 'tree species', 'landsat'",0.5,0.2752808988764045,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Keywords,0,True,N/A,"Birds, Biodiversity, Conservation",0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Keywords,0,True,N/A,"'camera trap', 'pilot study', 'Amsterdamse Waterleidingduinen",0.0,0.016393442622950838,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Keywords,0,True,N/A,"Camera trap, pilot study, species detection, data accumulation",0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Keywords,0,True,N/A,"'camera trap', 'Amsterdamse Waterleidingduinen', 'pilot 3'",0.0,0.017241379310344862,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Keywords,1,False,"ecology, camera trapping, dunes","'ecology', 'camera trapping', 'dunes'",1.0,0.8378378378378378,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Keywords,1,False,spatial downscaling; GLOBIO land use allocation model; land use projection; Socio-economic Pathway (SSP); Representative Concentration Pathways (RCP); scenarios,"spatial downscaling, GLOBIO land use allocation model, land use projection, Socio-economic Pathway (SSP), Representative Concentration Pathways (RCP), scenarios",1.0,0.96875,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),License,0,True,N/A,Copyright,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),License,0,True,N/A,Geen gebruiks limitaties,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),License,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),License,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),License,1,False,DANS Licence,the DANS Licence,0.8,0.75,-1
GPT4,LTER-LIFE,Post,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),License,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),License,1,False,CC-BY-SA-4.0,CC-BY-SA-4.0,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),License,1,False,CC-BY-SA-4.0,CC-BY-SA-4.0,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),License,1,False,CC-BY-SA-4.0,STAC Browser 3.3.4,0.20000000000000004,0.16666666666666663,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),License,1,False,CC-BY-SA-4.0,CC-BY-SA-4.0,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),License,1,False,CC BY 4.0,CC BY 4.0,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),License,1,False,CC BY 4.0,CC BY 4.0,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),License,1,False,CC BY 4.0,CC BY 4.0,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),License,1,False,CC BY 4.0,CC BY 4.0,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),License,1,False,Creative Commons Attribution 4.0 International,Creative Commons Attribution 4.0 International,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),License,1,False,Creative Commons Attribution 4.0 International,Creative Commons Attribution 4.0 International,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Metadata date,2,False,2024-09-03,2016-11-01,0.0,0.5,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Metadata date,2,False,2025-04-11,N/A,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Metadata date,2,False,2017-01-31,N/A,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Metadata date,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Metadata date,2,False,2019-04-11,N/A,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Metadata date,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Metadata date,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Metadata date,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Metadata date,0,True,N/A,31,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Metadata date,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Metadata date,1,False,"September 27, 2024",N/A,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Metadata date,1,False,"July 5, 2024","Registered on July 4, 2024 and last modified on July 5, 2024",0.4,0.19999999999999996,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Metadata date,1,False,"July 4, 2024","July 4, 2024",1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Metadata date,1,False,"July 4, 2024","July 4, 2024",1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Metadata date,1,False,"June 11, 2024","June 3, 2024",0.6666666666666666,0.8461538461538461,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Metadata date,1,False,"September 6, 2023","September 5, 2023",0.6666666666666666,0.9411764705882353,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Metadata language,1,False,"Dutch, Flemish",Nederlands; Vlaams,0.0,0.11111111111111116,-1
